,text,label
283,produksi indomi goreng sate dicari cari enak beda dngan sate merk,positive
284,pagi pagi marah sinyal telkomsel,negative
285,antriannya makanannya makanannya mahal,negative
286,parah banget xl deh ganti provider mahal doang kualitas jelek,negative
287,kereta mutiara timur malam sby bnywangi eksekutif kursi jorok kotor sesuai harga mahal mengecewakan,negative
288,memilih makan saung pemandangan sawah memesan nasi timbel komplit surabi oncom colenak pesanan menunggu kecewa serabinya ekspektasi enak,negative
289,payah pelayanan pos indonesia,negative
290,indihome gangguan kerjaan terputus merah kedip kedip seminggu wifinya gangguan indihome telkom gangguan ya bayar mahal mengecewakan,negative
291,bebek garang varian menu bebek suka perpaduan bebek sambalnya pas harga berkisar 20 30 ribu sepadan makanan,positive
292,cocok pertemuan acara pernikahan pemotretan suasananya tenang santai adem,positive
293,kali berlama pulang cepat pelayanan ramah nyaman,positive
294,restoran menyajikan masakan bali sarat modifikasi terkesan disesuaikan lidah konsumen nota bene orang bali photo lampirkan makanan pesan,neutral
295,steak membutuhkan penyajiannya cenderung cepat sesuai lidah dompet menunggu teman 2 jam berasa makanannya lupa hehe,positive
296,beli obat pergi kimia farma ujung jalan,neutral
297,pelajaran matematika anak sd sulit sulit,negative
298,restoran penuh letaknya strategis pintu masuk mal bubur enak proses penyajian order penghidangan cepat,positive
299,habisnya galau kak bikin story kayak,negative
300,cirebon cari enak parkirnya makanannya butuh cepat parkiran luas suasana nyaman,positive
301,mm sedih deh menunggu mienya pedas banget hehe bangkunya tambahkan biar menunggu,negative
302,faktanya tanah lo kerja biar duit kayak bisanya menghujat,negative
303,restoran the valley pemandangan kota nya nomor 1 menikmati suasana malam lampu kedap kedip indah,positive
304,semarang wajib makan mie kocok enak tempatnya dipinggiran ruko makannya mesti berusaha dapatkan bangku layak banget dibandingkan kikilnya kuahnya gurih banget mienya lebar tipis harganya terjangkau teh terbaik mie kocok semarang,positive
305,maling pastikan bernama lulung,negative
306,ya ditakdirkan nikmatin indomie goreng merebus minya lho bisanya lembek,negative
307,nike mengeluarkan produk sepatu terbarunya,neutral
308,restoran pelayannya orang,neutral
309,roti bakar duti rotinya sih menu pilihannya buanyak banget sampe kadang bingung pilih isi jual bubur oke jugalah,positive
310,kuota habis terkuras foto foto bikin iri makanan enak enak bikin ngiler,negative
311,suka makan restoran menu masakannya beragam enak harganya mahal,positive
312,pas berkunjung bandung mencicipi batagor batagor burangrang salah enak sausnya gurih,positive
313,makan ramai antre menu masakan masakan standar rumah harga sesuai kualitas,negative
314,bilang resto cocok keluarga istri belanja menikmati makan siang resto anak anak bermain bermain tiket murah,positive
315,tempatnya ramai makanan bervariasi desain lingkungan nyaman udara sejuk bermain anak,positive
316,kak berkenan menunggu kendala provider telkomsel direspon rekan,neutral
317,kasihan personil ungu sepi job gara gara ditinggal pasha,negative
318,pulsa segudang mengaktifkan wifi orang biar internetan,positive
319,menkeu lemahnya rupiah berpengaruh defisit transaksi berjalan,neutral
320,pagi pagi tol cipali macet parah bikin jengkel,negative
321,perihal pergantian rekening pembayaran autodebet bpjs luqman kantor cabang bank mandiri pengajuan autodebet ya tutup rekening,neutral
322,mobil sehari dipakai jeje merk toyota berwarna krem,neutral
323,suasana sawah pegunungan wine cellarnya makanannya mahal mestinya kualitas restoran bandung menjamur,negative
324,kesal orang mengobrol jalan motoran jalannya sempit,negative
325,pelayanan aktif ramah menu makanan tamu diacuhkan didiamkan,negative
326,restoran bagus pemandangan menghadap kota bandar lampung indah malam suasana tenang dekorasi ruangan cantik suka,positive
327,calon pelamar cpns mendaftar 1 instansi 1 formasi jabatan,neutral
328,makanan lumayan order spring roll oily harga hidangan utama mahal bangunan unik lokasi bagus tempatnya sepi order menyampaikannya order 2 menerima 3 item pelayan ramah sikap kasirnya aneh,negative
329,ikan gurame bakar cah kangkung disajikan red s dipo beli makan siang november 2012 lumayan oke cabe sambalnya sayurannya timun tomat kangkungnya jeruk es jeruknya segar,positive
330,karya bakti bca finance posisi relationship officer membuka lowongan penempatan pekanbaru,neutral
331,makan bakso ngobrol teman teman tempatnya asik makan harganya mahal,positive
332,proses hukum warga tamansari bandung hadapi tekanan penggusuran,negative
333,belanja toko dapatkan peralatan masak keren plus kesempatan liburan belanda,positive
334,1 jam ngeplay stories detik loadingnya indosat,negative
335,bosan terkesima congo kafe tempatnya tenang nyaman coba deh malam romantis bawa pasangan,positive
336,harganya terjangkau menu makanannya kekinian makannya didekor unik,positive
337,tempatnya bersih pergi susah rawan macet berpikir kali,negative
338,tim mengadakan makan malam tema burgundy tersesat sekretaris mencoba mengecek tempatnya sehari tes makanan perjalanannya turun bukit diperparah minggu sore macet sesampainya sih pemandangannya oke layout restorannya,negative
339,gunaka bb tipe 9210 info kemarin dikenakan biaya gprs,neutral
340,handphone lenovo kecemplung comberan pas 2 minggu beli jatuh aspal pas ngebut motor isinya telepon genggam bertahan mantap lenovo,positive
341,batagornya dagingnya banget mantap deh bumbunya enak cocok dijadikan menu makanan ringan sore,positive
342,melelahkan malam,negative
343,kirim email complaint telepon masuk,neutral
344,porsinya kepiting kisaran 100 ribu porsi udang bakarnya enak enak bumbunya penuh rempah harga bersaing perahu seafood jalan sumatera,positive
345,rizal ramli beberkan stabilkan harga beras,neutral
346,warga jakarta malu kang oknum bertanggung sweeping bobotoh,negative
347,bali salah pulau tujuan destinasi turis,neutral
348,perjalanan kali rangka urusan mencari rekomendasi klien jarak tempuh bandung kota terbayar pemandangan cantik malam makan malam makanan pelayanan okay,positive
349,lokasinya tersembunyi sudut perumahan konsep tempatnya bagus rumah pedesaan eropa lantai dinding kayu pengunjung menikmati makanannya kursi kursi area taman unik drum bekas,positive
350,menjual kabel hdmi premium 1 meter beli 2 gratis 1 lapak rich com store,neutral
351,balikin pulsa namanya perampokan paket nelp perampokan komplain,negative
352,daun memiliki jenis bentuk,neutral
353,keluarga mencoba bersantap karamba resto sopir mobil sewa merekomendasikannya malam pakai 21 restoran tutup tutup menu habis suami memesan nasi timbel sayur asemnya habis diganti sup sayur resto pilihan pilih rekomendasi,negative
354,berubah status universitas bsi gelar seminar motivasi,neutral
355,rumah makan zaman enaknya ayam nasi kreceknya enak kadang sengaja beli bungkus rumah,positive
356,kesal melulu sempit arah macet makanan sehari,negative
357,adikku diterima teknik lingkungan itb,neutral
358,tolong cepat tindaklanjuti pengaduan korban meretas gopay bertambah,neutral
359,menu utama andalan ayam betutu dipilih variasi pedas pedas ayam bebek betutu variasi,neutral
360,bicara kasar pasangan tujuannya bercanda marah banget saking respeknya,positive
361,kemarin mendaftar beasiswa djarum,neutral
362,kak adit pesan indominya,neutral
363,oh iya diketerangan note 3 pro dikirim note 3 ya kecewa juragan,negative
364,pria tabrak warga mobil prancis 2 terluka,neutral
365,penasaran pingin makan pesan suara mas masnya ampun deh bicara blubup blubup haha memesan mi ayam 2baso ekstra pacar memesan bakso urat soun pesanan pacar sesuai ekspektasi,negative
366,teman gojek,neutral
367,ya hubungi via halo bca terputus pulsa kepotong telepon berulang ulang,negative
368,suasana sejuk hijau menyegarkan cocok refreshing kabur rutinitas makanan mahal lokasi bagus,positive
369,bosan dunia penuh kemunafikan,negative
370,orang kebanyakan sulit menghargai orang,negative
371,mengimingi makan steak daging harga murah kenyataannya murah dibandingkan kualitas dagingnya enak dagingnya keras hambar,negative
372,pagi marah marah pelayanan bank cabang sanur professional mengecewakan salah penilaian customer jelek,negative
373,pergi makan siang 6 keluarga orang dewasa anak anak saung kebayang jalan melelahkan tempatnya bagus lokasi saung melelahkan saran situ pas makan siang penuh harga makanan lumayan misil pemandangannya bagus,positive
374,steiknya lumayanlah enak warung cocok pelajar mahasiswa hehehe harganya terjangkau makanannya oke,positive
375,makan porsinya harganya murah makannya cepat datangnya tempatnya bersih luas,positive
376,orang indonesia butuh pemimpin visioner penghibur,neutral
377,tong dji menyajikan aneka makan minuman teh direkomendasikan teh poci gula batunya nasi goreng,positive
378,penggemar berat kambing tahan baunya makan makan kambing dagingnya empuk enak berbau suasana restonya enak nyaman,positive
379,tutup kartu kredit nih,neutral
380,real settingan,neutral
381,duh indosat mengecewakan daftar kena tarif kb pulsa berkurang drastis,negative
382,memesan jaket gunung eiger,neutral
383,pelayanan sih cepat masakannya asalan matang pesan udang saos tiram masakan kepiting saos padang tang kepiting,negative
384,restoran konsep makan asri malam suasananya indah lampu lampunya makanannya enak cocok kumpul keluarga,positive
385,coba ulasan orang sepiring 30 ribu sulit cari duduk,negative
386,suruh tunggu sms diterima seharian,negative
387,karya visual 360 derajat samsung ikuti langkah mudah video,neutral
388,detil aroma chamomile baunya enak sih,negative
389,puas spesifikasi laptop asus,positive
390,wekkend menyenangkan keluarga fasilitasnya memadai harga terjangkau liburan menyenangkan kebun stroberi memetik langsung kebunnya,positive
391,mohon perhatiannya admin jaringan cileungsi bogor buruk kualitasnya bayarnya mahal,negative
392,makanannya lezat ayam goreng tumis terong sup ikan tempe goreng sambal pelayanannya bagus,positive
393,kali reservasi nomor 3 lantai tangga lututnya sakit menunggu 40 menit kepastian batalkan rating 1 ramai permintaan khusus sulit eh mbaknya ketus,negative
394,hasil quick count pilkada serentak 2018 diwarnai kejutan,neutral
395,pemandangan bagus santai sore malam makanan variatif enak,positive
396,sodara istri menghabiskan palembang mencari makan bertemulah bakmi jogya masuk terkejutlah mencari duduk mencari kosong terlantar 35 menit memesan menu mi godok menunggunya sejam hilang selera makan tukang masak,negative
397,tidurnya kotor bantalnya bau badan gatal kayak hewannya tidur nyenyak,negative
398,perjalanan malam sungguh melelahkan,negative
399,teman makan siang akses jalan lokasi kafe sempit terjal rusak memesan menu makanan menunggu makanan tampilannya mengecewakan mengecewakan,negative
400,sesuai namanya creative space kafe karya seni dinikmati dalamnya patung kafe desain menarik cocok dikunjungi sore tempatnya lokasi pemandangan bagus,positive
401,selamat siang orang miskin semoga cepat mati miskin sengsara,negative
402,gojek membuka layanan negara asia tenggara,neutral
403,percayakah masyarakat indonesia karangan polisi terhormat bertemu pemotornya silakan nilai mengarang nilai,negative
404,bandung macet jatinangor tol brexit pingsan dalem mobil menunggu,negative
405,daftar tunggu tersedia kursi kosong terpakai staf ramah pelanggan senang menunggu kursi kosong order makanan restoran menunya lumayan enak kunjungan penjual balon,positive
406,kwetiauw goreng teh tarik pilihan makanan besan mi yamin coba nasi gorengnya,neutral
407,saldo rekening nol,neutral
408,hotel ibis tamarkan wahid hasyim mengecewakan pelayanan reservation parah abiz,negative
409,jutek banget deh karyawan indosat graha indosat,negative
410,menyesal mencintaimu,positive
411,makanan enak loh enak ketimbang makan sejenis balikpapan ya harganya mahal hhe orang jatuhnya 100 ribuan puas makanannya enak kuah tomyamnya mm enak,positive
412,porsinya harga sesuai porsi sih penyajiannya rapi ya,negative
413,kunjungan restoran cabang utama pesan cabang sangka suasana bagus menu terkejut sikap pelayan ramah duduk sofa saran pelayan wanita pelayan pria mengizinkan alasan malas membersihkan,negative
414,badan pemerintah dibubarkan kerjanya arti,negative
415,bakpao terkenal zaman digemari khas,positive
416,pelayan pemilik duduk kasir komunikatif rekomendasi porsi menu pesan standar parkir susah,negative
417,mencari makanan pilihan rekomendasikan teman makan murah nikmat makanannya menunggu pesanan,positive
418,milih pikir masyarakat ditipu,negative
419,kecewa liga champions disiarkan channel manapun channel lokal channel olahraganya perjuangkan hak siar pelanggan bayar mahal,negative
420,mahasiswa sok sokan deh politik belajar deh,negative
421,taman kota malang,neutral
422,warga temukan 2 910 keping ktp el semak belukar,neutral
423,senang aplikasi gojek memudahkan aktivitas,positive
424,instal traveloka terpakai uninstal,neutral
425,tempatnya bagus foto foto sejuk udaranya coba coba makan situ harganya mahal enak menyesal deh,negative
426,sayangnya handphone xiaomi beli 16 gb software bawaannya gede banget,negative
427,udang dibalik batu anaknya dipilih wakil presiden,negative
428,suka banget menu kentang panggangnya harga standar steak sebanding harga suasana tempatnya nyaman taman tengahnya restoran wajib kunjungi bandung,positive
429,kafe rindang suasana pedesaan hutan berpadu apik air terjun indah enak harga telalu mahal direkomendasikan,positive
430,otakmu kelereng,negative
431,bosan film ditonton mati gaya,negative
432,berkumis lebat menyebrang zebra cross,neutral
